all_gene,prot.1
YMR106C,8.81256E-07
YMR109W,0.00050112
YMR110C,1.88033E-05
YMR111C,7.15931E-06
YMR114C,7.1809E-07
YMR115W,1.66757E-05
YMR117C,2.05644E-06
YML096W,4.37004E-06
YLR208W,5.36729E-05
YML094W,1.24128E-05
YML093W,2.58977E-05
YML088W,5.28622E-06
YML082W,1.16301E-05
YML081W,4.05782E-06
YDR107C,5.55394E-06
YDR109C,2.83927E-06
YDR115W,1.3305E-06
YDR116C,9.12636E-06
YDR117C,8.34744E-06
YDR118W,1.6039E-06
YDR119W,1.3159E-05
YDR121W,7.8734E-06
YML071C,2.45136E-06
YML069W,3.25274E-05
YML067C,4.70749E-06
YMR049C,6.98834E-05
YLR005W,4.19909E-06
YML050W,2.02194E-06
YML049C,1.34459E-05
YML048W,8.38326E-05
YMR062C,0.000119787
YER027C,1.15131E-05
YMR234W,4.93274E-07
YMR066W,5.75164E-06
YMR071C,1.14896E-05
YMR073C,4.48591E-06
YMR074C,5.81341E-06
YMR075W,5.52982E-06
YMR247C,2.7396E-05
YMR250W,6.40351E-07
YMR253C,1.33136E-06
YMR255W,5.42774E-07
YMR258C,2.70901E-06
YMR310C,4.61219E-06
YMR312W,6.65812E-06
YMR315W,3.65021E-05
YMR318C,9.83412E-05
YDR219C,4.87603E-07
YDR221W,6.07589E-06
YDR222W,1.49127E-06
YDR229W,3.90046E-06
YDR231C,3.37308E-06
YDR233C,0.000274181
YMR305C,1.20235E-05
YML059C,1.81648E-05
YML055W,1.24376E-05
YMR221C,1.07932E-05
YMR226C,0.000129241
YMR227C,3.31068E-06
YMR229C,0.000213673
YMR233W,1.68822E-06
YMR236W,2.99891E-06
YMR237W,3.11046E-05
YMR238W,2.95634E-06
YMR029C,8.57292E-06
YMR031C,3.51512E-05
YMR033W,1.40921E-05
YDL088C,5.46025E-06
YAR002C-A,3.7671E-05
YDR333C,1.05165E-05
YDR334W,5.70559E-06
YDR339C,4.33305E-06
YDR341C,0.000218594
YDR346C,4.32832E-05
YDR348C,8.5764E-06
YDR284C,1.096E-05
YDR286C,9.14823E-08
YDR287W,2.70331E-06
YDR288W,1.03992E-06
YDR289C,9.61255E-06
YDR291W,2.15574E-06
YDR294C,2.86236E-05
YDR265W,8.93993E-07
YDR266C,4.14614E-06
YDR267C,4.57944E-06
YDR272W,1.14031E-05
YDR279W,5.3355E-07
YDR280W,1.27101E-05
YDL189W,3.48027E-06
YLR192C,4.82867E-05
YLR199C,6.33599E-06
YLR201C,2.52352E-06
YLR206W,1.88617E-05
YLR207W,5.92954E-06
YLR209C,1.4089E-05
YLR215C,5.17308E-06
YLR219W,1.12746E-05
YLR283W,3.56912E-06
YLR285W,6.70579E-06
YLR287C,9.59039E-06
YLR290C,1.3402E-06
YLR298C,2.16458E-06
YLR299W,6.13038E-06
YLR301W,7.64859E-05
YLR359W,0.000793115
YLR360W,1.74775E-06
YLR361C,5.66651E-06
YLR364W,1.52096E-05
YLR368W,8.95032E-07
YLR369W,3.62523E-05
YLR370C,1.87344E-05
YLR373C,1.14759E-05
YLR221C,9.632E-06
YLR222C,3.60945E-05
YLR225C,1.06786E-05
YLR226W,5.1563E-06
YLR228C,5.34374E-06
YLR231C,1.92227E-05
YLR238W,1.02015E-05
YLR239C,2.37562E-06
YLR389C,1.97521E-05
YLR390W,2.22724E-06
YLR401C,2.12353E-05
YLR404W,3.28453E-07
YLR405W,4.87677E-06
YLR409C,3.2747E-05
YPR098C,3.04702E-06
YPR100W,4.7853E-06
YPR101W,8.43109E-07
YPR105C,8.82521E-06
YPR108W,6.83896E-05
YPR109W,1.1709E-06
YPR112C,1.7442E-05
YPR114W,3.01008E-05
YPR115W,3.26202E-06
YLR336C,1.41844E-05
YLR345W,3.52986E-06
YLR347C,6.62513E-05
YLR348C,8.02902E-06
YLR350W,3.92607E-06
YLR257W,8.70041E-06
YLR260W,6.0478E-06
YLR270W,1.60295E-05
YLR272C,6.0981E-06
YLR315W,1.0154E-06
YLR321C,1.15992E-05
YLR324W,7.47901E-06
YLR328W,1.32852E-05
YLR454W,1.73007E-05
YLR455W,8.65978E-07
YLR449W,0.000160045
YPR164W,6.6822E-06
YPR168W,6.95237E-06
YPR169W,1.74979E-05
YLR275W,2.26878E-06
YLR276C,3.342E-05
YLR277C,1.00964E-05
YLR166C,3.80825E-06
YLR179C,3.9093E-05
YLR181C,2.5489E-06
YLR183C,3.59966E-05
YLR186W,1.07736E-05
YLR187W,1.75437E-05
YLR189C,5.12245E-06
YLR190W,1.39681E-06
YDR352W,4.60552E-06
YDR357C,5.0383E-07
YDR358W,7.12966E-06
YDR359C,1.08578E-05
YDR361C,1.11208E-05
YDR362C,1.66585E-06
YDR365C,3.45444E-05
YDR367W,1.01625E-05
YDR370C,9.6896E-07
YDR371W,1.28373E-06
YDR372C,3.07639E-05
YDR373W,2.07844E-06
YDR377W,0.000168162
YDR378C,5.13103E-06
YDR379W,3.79039E-06
YLR422W,6.1197E-06
YLR424W,3.60191E-06
YLR425W,3.34676E-07
YLR427W,3.21246E-06
YLR429W,9.04584E-05
YPR154W,6.98002E-06
YPR156C,1.51575E-05
YLR352W,2.491E-06
YLR357W,4.03602E-05
YPR118W,3.07719E-05
YPR125W,3.23648E-05
YPR127W,6.88297E-06
YPR128C,5.04223E-06
YPR131C,1.83585E-06
YPR133C,2.15277E-05
YPR137W,5.63487E-05
YPR139C,6.34654E-06
YPR140W,3.4731E-06
YPR143W,9.35661E-06
YPR144C,7.80895E-06
YPR148C,2.83887E-05
YLR241W,1.12192E-05
YLR243W,4.17078E-06
YLR245C,2.14138E-07
YLR247C,4.26793E-06
YLR253W,1.21333E-05
YPR188C,1.81126E-06
YPR171W,2.00721E-06
YPR172W,1.49881E-05
YPR174C,2.32346E-06
YPR179C,2.90576E-06
YPR180W,1.87405E-06
YPR184W,2.13109E-06
YPR185W,2.28927E-06
YDR295C,4.82361E-06
YDR296W,1.32883E-05
YDR299W,1.95349E-05
YDR301W,2.03553E-05
YDR302W,5.71969E-06
YDR303C,2.74743E-05
YDR307W,3.91272E-06
YDR316W,7.23935E-06
YLR435W,7.44499E-06
YDR320C,4.88803E-06
YDR322W,1.0917E-05
YDR324C,4.39861E-05
YDR325W,7.2551E-06
YDR326C,6.17348E-06
YDR330W,6.7686E-06
YDR332W,1.73333E-07
YLR410W,3.70682E-05
YLR411W,2.01252E-06
YLR412W,2.14424E-06
YLR413W,2.33857E-05
YLR417W,3.05062E-06
YLR418C,1.93425E-05
YLR419W,3.7194E-05
YLR309C,1.45321E-05
YLR380W,3.36534E-05
YLR384C,4.8916E-05
YLR386W,2.38864E-05
YLR387C,2.47024E-05
YPR079W,2.86135E-06
YPR081C,3.07304E-06
YPR083W,3.24599E-06
YPR091C,1.03094E-05
YPR095C,2.47538E-06
YPR097W,1.21891E-05
R0030W,2.75555E-06
YPL188W,1.26338E-05
YLR414C,5.05918E-06
YLR006C,1.79989E-06
YDL027C,2.24806E-06
YDL043C,3.30409E-06
YDL053C,1.33879E-05
YDL054C,1.71506E-06
YDL057W,2.09321E-06
YDL060W,3.0349E-05
YDL063C,1.27926E-05
YDL065C,1.05417E-05
YDL072C,2.81963E-05
YDL073W,2.80842E-06
YDL074C,1.61316E-05
YDL076C,1.3223E-06
YDL077C,3.73806E-06
YDL080C,5.92005E-07
YDL084W,0.000129874
YDL086W,3.68754E-05
YDL087C,1.33556E-06
YDL112W,2.97857E-05
YDL113C,2.74396E-06
YDL115C,2.13998E-06
YDL117W,5.13989E-06
YDL119C,1.02641E-06
YDL120W,2.13881E-05
YDL121C,4.98982E-06
YDL123W,3.17692E-06
YDL124W,2.3211E-05
YDL144C,6.53434E-06
YDL203C,2.01208E-05
YDL213C,2.01411E-05
YDL219W,2.05022E-05
YDL224C,3.18696E-06
YDL225W,2.2965E-05
YDL235C,8.88436E-06
YDL237W,1.21751E-05
YLL007C,1.93293E-05
YLL010C,2.84837E-06
YLL012W,1.3719E-05
YLL013C,7.14305E-06
YLL027W,2.84033E-06
YLL028W,1.45771E-05
YLL029W,1.74608E-05
YLL031C,1.00422E-05
YLL032C,5.6049E-06
YLL034C,1.59162E-05
YLL035W,1.51407E-06
YLL038C,1.21097E-06
YLL040C,0.000215645
YLR001C,9.71823E-06
YLR002C,1.50981E-05
YLR003C,1.06415E-05
YLR007W,4.66927E-06
YLR008C,1.12464E-05
YLR009W,6.02952E-05
YLR011W,1.46135E-06
YLR016C,1.10806E-07
YLR017W,3.23139E-05
YLR019W,2.20838E-06
YLR020C,3.57092E-06
YLR021W,2.03155E-06
YLR022C,1.02987E-05
YLR023C,2.71429E-06
YLR033W,6.81705E-06
YLR072W,7.15234E-06
YLR074C,5.02317E-06
YLR077W,7.48718E-06
YLR103C,2.02033E-06
YLR104W,4.15032E-06
YOL010W,1.40719E-05
YOL018C,3.53143E-06
YOL019W,4.38338E-06
YOL021C,4.02212E-05
YOL027C,3.13926E-05
YOL030W,0.000143554
YOL031C,3.0108E-06
YOL032W,7.77733E-06
YOL034W,2.99113E-06
YOL036W,2.11196E-06
YOL041C,3.28373E-05
YOL042W,1.11649E-05
YOL045W,5.33029E-06
YOL049W,1.3965E-05
YOL053W,2.84887E-06
YOL055C,3.82644E-06
YOL057W,2.75594E-05
YOL063C,4.71306E-06
YOL065C,2.36172E-06
YOL070C,6.22135E-06
YOL071W,7.14445E-06
YOL075C,5.66508E-06
YOL077C,2.84248E-05
YOL080C,8.65269E-06
YOL109W,0.00028312
YOL119C,2.93175E-06
YOL130W,1.02909E-05
YOL133W,1.3857E-06
YOL135C,6.31406E-07
YOL137W,4.11361E-07
YOL138C,2.95225E-06
YOL141W,6.05185E-06
YOL142W,1.05684E-05
YOL144W,6.48884E-06
YOL158C,8.15832E-06
YOL164W,4.75554E-06
YOR042W,3.67427E-05
YOR051C,3.40088E-05
YOR052C,4.17354E-06
YOR054C,2.48554E-05
YOR056C,6.56407E-06
YOR057W,6.58087E-06
YOR059C,1.68793E-06
YOR070C,3.92885E-06
YOR076C,3.81443E-06
YOR078W,5.32382E-06
YOR175C,7.91679E-06
YOR189W,2.80367E-06
YOR191W,3.47193E-06
YOR192C,6.04554E-06
YOR195W,1.04382E-05
YOR197W,1.44842E-05
YOR205C,1.74662E-06
YOR238W,1.59173E-07
YOR239W,3.07934E-05
YOR241W,3.2243E-05
YOR243C,2.55187E-05
YOR244W,3.37749E-06
YOR245C,1.77003E-06
YOR246C,7.96647E-06
YOR249C,1.61536E-06
YOR250C,5.13733E-06
YOR251C,2.37618E-05
YOR252W,1.70567E-05
YOR253W,1.84501E-06
YOR256C,3.4264E-06
YOR261C,7.29584E-05
YOR262W,5.58078E-06
YOR267C,2.58442E-05
YOR286W,1.43361E-05
YOR293W,0.000830785
YOR294W,1.99311E-05
YOR295W,7.08417E-07
YOR296W,4.86446E-07
YOR299W,8.34698E-06
YOR301W,2.39144E-06
YOR304W,7.13752E-06
YOR305W,1.13514E-06
YOR352W,3.57476E-06
YOR353C,9.08528E-06
YOR354C,1.27942E-05
YOR356W,3.02354E-05
YOR357C,4.38849E-06
YOR359W,2.68615E-06
YOR367W,2.20643E-06
YOR371C,3.83817E-06
YOR385W,1.18437E-06
YPL176C,1.09606E-05
YPL178W,7.8495E-06
YPL180W,4.25265E-06
YPL181W,5.35844E-06
YPL183C,2.14498E-05
YPL184C,3.35044E-05
YPL193W,1.14585E-06
YPL195W,3.7493E-05
YPL196W,1.4819E-06
YPL199C,8.22104E-06
YPL206C,3.95787E-06
YPL207W,2.51253E-05
YPL208W,9.02693E-06
YPL211W,4.59861E-05
YPL213W,5.40821E-05
YPL217C,5.4199E-05
YPL219W,2.80295E-06
YPL221W,7.72578E-06
YPL222W,3.94038E-06
YPL224C,8.51913E-06
YPL225W,3.53138E-05
YPL226W,0.000227096
YPL260W,5.91949E-05
YPL263C,1.27777E-05
YPL267W,1.8009E-07
YPL273W,1.49824E-05
YPL274W,3.61708E-05
YPL279C,3.44201E-07
YNL045W,2.62295E-05
YOR091W,2.50913E-05
YOR002W,7.24074E-06
YPL236C,1.25311E-06
YPR056W,4.84016E-06
YOL003C,1.20568E-05
YDL021W,1.29492E-06
YDL201W,3.47668E-05
YOL092W,1.1255E-05
YOR223W,8.78869E-07
YOR281C,1.47683E-05
YDL132W,2.37479E-05
YLR106C,8.98331E-05
YLR082C,1.55477E-06
YOR272W,2.35035E-05
YDR056C,7.69381E-07
YPR029C,1.68462E-05
YOR271C,3.14268E-05
YDR167W,6.86184E-06
YOR215C,3.43624E-06
YOR275C,6.56136E-06
YDR515W,1.00985E-05
YLR051C,6.5604E-06
YPR032W,4.14882E-06
YOR283W,1.87673E-05
YDR253C,1.69547E-06
YOR081C,3.44949E-06
YOR220W,7.15817E-06
YDL209C,2.96541E-05
YPR045C,4.22454E-06
YOR144C,2.6922E-06
YPL069C,9.07208E-07
YPL157W,9.05779E-07
YDL166C,7.89823E-06
YOR226C,1.41893E-06
YOR104W,1.76678E-06
YPL254W,3.62436E-06
YDL193W,3.99117E-06
YDL089W,1.22539E-07
YOR079C,2.12665E-06
YOL151W,1.83322E-05
YDL036C,6.0126E-06
YDR027C,6.73839E-06
YLR095C,1.08868E-05
YPR069C,0.000153186
YLR034C,1.1815E-05
YPL146C,9.19324E-06
YDL157C,6.11682E-06
YDR020C,4.29001E-06
YPL005W,1.95396E-05
YLR107W,0.000130453
YPL170W,1.91538E-06
YOR006C,9.68004E-06
YOR320C,8.55335E-06
YDR021W,3.00507E-06
YDL025C,6.741E-06
YLR115W,7.45101E-06
YOR166C,1.17951E-06
YOR118W,5.99153E-06
YOL097C,5.63481E-05
YLR330W,1.52367E-05
YDR033W,0.000172036
YOR007C,0.000144898
YDL131W,0.000303813
YOR173W,4.85421E-05
YDL005C,2.20705E-06
YOR164C,2.73899E-05
YLR066W,1.38854E-05
YOR284W,3.27377E-07
YDL153C,1.46196E-05
YPR022C,2.72978E-06
YDL149W,3.6249E-06
YPL233W,1.38855E-05
YOR001W,2.4154E-05
YLR087C,4.28682E-06
YPL150W,2.28793E-06
YDR312W,2.42419E-06
YDL100C,6.55595E-05
YLR050C,4.93254E-06
YDR063W,1.75736E-06
YDL003W,6.68544E-06
YDR381W,0.000133307
YPR063C,1.3657E-06
YDR162C,3.60272E-06
YLL023C,2.35459E-05
YDL004W,1.72729E-05
YOR108W,1.99078E-05
YDR065W,7.61191E-07
YLR144C,4.56947E-06
YDR060W,4.63938E-05
YPR062W,1.71449E-05
YPL245W,6.74941E-06
YOL089C,7.80866E-06
YPR048W,5.75161E-06
YPL252C,9.27304E-07
YLR116W,3.59046E-06
YOR095C,3.36413E-05
YDL099W,8.21614E-06
YOR279C,7.41947E-06
YOR119C,3.13521E-06
YPR040W,4.72424E-06
YPL006W,1.17826E-05
YOR022C,2.84794E-06
YOR229W,1.75484E-06
YPR149W,4.69459E-05
YPL212C,2.71853E-05
YPL198W,0.000396992
YLR129W,3.34305E-05
YPR042C,5.17387E-06
YOL128C,1.21231E-06
YDL059C,2.56196E-06
YDL091C,4.10996E-06
YPL004C,0.000130997
YPR020W,8.3018E-05
YOR216C,7.05174E-06
YLL055W,2.21124E-05
YOL100W,3.44022E-06
YOL107W,8.15862E-06
YOR106W,7.70032E-07
YOR138C,1.55933E-05
YLL054C,3.05572E-06
YPL144W,4.37176E-06
YOR171C,2.75065E-05
YLR068W,7.35028E-06
YDL147W,9.4022E-05
YPR011C,2.47358E-06
YLR093C,9.45114E-06
YOR273C,2.15989E-05
YLR108C,4.13798E-06
YPR046W,5.00184E-07
YDR507C,2.21487E-05
YOL061W,5.1124E-05
YLR086W,4.22235E-06
YPL246C,7.57643E-06
YOR109W,2.40424E-05
YOL102C,4.79166E-06
YOR097C,1.39913E-06
YOR093C,7.35849E-06
YOR227W,6.3409E-06
YDL111C,2.37769E-05
YPL242C,0.004367705
YOR221C,6.75475E-06
YPR037C,1.45147E-06
YOL111C,3.10512E-05
YLR126C,1.06367E-05
YOR100C,9.41097E-07
YLR063W,4.6182E-06
YOL060C,8.17921E-06
YPL011C,1.67036E-06
YDR061W,1.44448E-05
YDL180W,4.49998E-06
YOR285W,1.61061E-05
YDR510W,4.64418E-05
YPL007C,8.66443E-07
YLR117C,4.18903E-06
YPR031W,2.35272E-06
YOR021C,3.41106E-05
YDL207W,4.3938E-06
YOR040W,2.13529E-06
YPR070W,4.84358E-06
YOR087W,1.54883E-05
YLR092W,1.39729E-05
YOL056W,1.52955E-06
YDL217C,9.90706E-06
YDR171W,4.46444E-06
YDR262W,1.32776E-06
YDL139C,6.68241E-07
YDR032C,5.94563E-05
YOR004W,1.58552E-05
YPL001W,1.56767E-05
YDL146W,4.03387E-07
YOR174W,3.74177E-06
YPL249C,1.27303E-05
YLR052W,3.30374E-06
YLR097C,5.37373E-07
YLR295C,2.50367E-05
YLR118C,1.50973E-06
YDR055W,3.31964E-06
YDR384C,2.33859E-05
YDL035C,6.57045E-07
YOL066C,5.01247E-06
YOR230W,0.000173962
YPL255W,1.05215E-06
YDL098C,3.7168E-06
YLL022C,1.11614E-05
YPR155C,9.20577E-06
YOR130C,6.32031E-06
YDL097C,0.000608589
YOR311C,8.27874E-06
YOL125W,7.46482E-06
YOR141C,1.16956E-05
YOL076W,2.54527E-05
YDL031W,3.17524E-05
YNL284C-A,0.000177598
YOL093W,6.93008E-06
YPR028W,0.000543872
YDL018C,5.14736E-06
YOR288C,3.37403E-06
YPR034W,1.62497E-05
YDL046W,6.5697E-06
YOR161C,9.79767E-06
YOR110W,3.46888E-06
YOR083W,7.07006E-07
YPL151C,1.35973E-06
YOR308C,3.37766E-06
YDR169C,4.4021E-06
YPR002W,1.48958E-05
YLR143W,1.17229E-05
YPR023C,7.67204E-06
YDL135C,1.55587E-05
YLR130C,3.27125E-05
YDL010W,3.49183E-06
YOL002C,2.0403E-05
YDL204W,9.21566E-07
YLR018C,7.47405E-06
YOR181W,1.37705E-05
YDR071C,5.82621E-05
YDR214W,8.77824E-05
YOR016C,6.85073E-06
YDL019C,1.79587E-05
YLR100W,3.10005E-05
YOR112W,2.62797E-05
YDR067C,8.58836E-07
YLR146C,1.98948E-05
YDR026C,1.37746E-06
YDR368W,4.92397E-05
YLR197W,0.000275431
YOL147C,3.36754E-05
YOL124C,1.23127E-05
YPL235W,4.48655E-05
YLR084C,1.20781E-05
YOR086C,3.02226E-05
YDL175C,1.80043E-06
YPR004C,2.89691E-05
YOR287C,3.765E-06
YPR021C,2.92352E-06
YPL002C,1.53795E-06
YOR131C,8.62729E-06
YOR150W,1.0301E-05
YDR013W,4.10611E-07
YDR383C,1.22977E-06
YDR017C,1.31713E-05
YPR018W,3.92792E-06
YOL098C,6.35557E-05
YOR310C,0.000312391
YLR114C,7.40466E-06
YOR322C,9.09693E-06
YDR257C,7.06681E-06
YLR085C,4.46183E-06
YDL156W,3.04413E-06
YOR090C,5.0232E-06
YDL110C,3.74695E-06
YPR072W,7.80674E-06
YDL173W,3.84763E-06
YOL149W,1.27734E-05
YDL161W,8.39474E-06
YPR016C,9.53338E-05
YLL062C,1.67296E-05
YPR049C,3.70145E-06
YPL009C,3.48742E-05
YPL079W,0.000685438
YMR162C,3.7375E-06
YDR093W,1.75062E-05
YMR113W,0.001721213
YDL171C,0.000352468
YDL082W,1.15129E-05
YOL012C,3.64837E-05
YOR291W,1.26121E-05
YDR411C,1.56754E-05
YLR440C,6.20918E-06
YML125C,2.82873E-05
YLR383W,3.01164E-06
YMR185W,2.13777E-06
YPR008W,1.8051E-06
YPL012W,6.86861E-05
YKL023C-A,1.15916E-07
YIL156W-B,1.0902E-05
YCL058W-A,1.1281E-06
YDR381C-A,1.67227E-06
YGR271C-A,2.54851E-05
YLR363W-A,5.42972E-06
YJL136C,3.64649E-05
YBL029C-A,1.26087E-05
YGR085C,0.002189028
YLR262C-A,6.42383E-06
YGR169C-A,8.61895E-06
YBR255C-A,1.54473E-06
YER180C-A,6.68641E-07
YBR058C-A,1.41208E-06
YGR027C,0.000704943
YAL044W-A,2.67365E-05
YLR361C-A,1.53519E-06
YJL133C-A,2.59156E-06
YBL059C-A,2.78771E-06
YCL005W-A,2.13524E-05
YDL085C-A,3.50833E-06
YOR167C,0.000483527
YIL002W-A,4.47563E-07
YOR020W-A,2.14706E-06
YDL160C-A,1.20367E-06
YCR075W-A,8.41192E-07
YKR095W-A,1.80638E-06
YER074W-A,1.54094E-05
YNR034W-A,3.75583E-06
YMR244C-A,3.49853E-06
YHR072W-A,1.61695E-05
YER048W-A,7.46452E-06
YBR111W-A,1.4631E-06
YKL033W-A,1.57355E-05
YCL012C,1.52409E-06
YBR126W-A,1.28824E-05
YGL226C-A,4.59539E-06
YDR397C,5.69136E-06
YOL025W,1.0281E-05
YOR069W,8.49436E-06
YCL026C-B,4.82524E-06
YCL057C-A,2.08656E-05
YLR119W,1.32725E-06
YPR057W,4.24527E-06
YOR319W,3.31188E-06
YOL062C,4.24669E-06
YOR160W,2.87729E-05
YDL015C,2.74706E-05
YDL148C,2.25774E-05
YOR111W,4.61517E-07
YOR145C,3.5547E-05
YDR057W,8.64002E-06
YOL087C,7.1381E-06
YOR092W,2.94997E-06
YPL169C,1.95561E-05
YDR487C,2.09677E-05
YLR262C,1.06788E-05
YLR138W,6.31999E-06
YMR112C,1.35051E-06
YOR165W,3.67551E-05
YDR051C,1.24493E-05
YOR222W,6.04281E-05
YOR155C,7.66537E-06
YOR213C,4.7177E-07
YOL088C,1.17892E-05
YOR163W,5.48524E-06
YOR280C,1.39411E-05
YLR065C,1.38307E-06
YOL123W,4.65354E-05
YDL128W,5.03216E-05
YOR115C,5.0265E-06
YHR132W-A,2.22157E-06
YLR316C,6.62104E-07
YCR020W-B,1.52988E-06
Q0115,3.04077E-05
