Gene,kdeg_x,kdeg_y,vsyn_x,vsyn_y
YDL174C,0.332960488,0.10560936,8.10E-06,1.50E-05
YEL039C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJR048W,0.305311364,0.105165516,2.05E-06,3.79E-06
YEL071W,0.264381436,0.044707088,5.53E-07,1.01E-06
YDL178W,0.301241356,0.076672766,8.10E-06,1.50E-05
YAL060W,0.224422689,0.105602184,9.98E-07,2.49E-06
YML054C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR032W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR306W,0.310040533,0.102051249,8.10E-06,1.50E-05
YCR034W,0.346734846,0.020360782,8.10E-06,1.50E-05
YLR342W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR143W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPR159W,0.493447361,0.249744249,8.10E-06,1.50E-05
YIL020C,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR037W,0.211595127,0.093628758,1.29E-05,2.51E-05
YEL038W,0.296297942,0.050522294,8.10E-06,1.50E-05
YMR009W,0.354212497,0.143244221,3.89E-07,6.99E-07
YOL066C,0.343277493,0.04850195,8.65E-09,1.64E-08
YBR153W,0.310040533,0.102051249,8.10E-06,1.50E-05
YCL009C,0.329564565,0.062294725,8.10E-06,1.50E-05
YMR108W,0.493175019,0.081939022,3.91E-06,1.20E-05
YNL256W,0.453320348,0.086824524,1.13E-07,2.38E-07
YER152C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL202W,0.298198526,0.055246038,4.74E-06,1.46E-05
YJL060W,0.144032966,0.056057011,6.84E-07,9.97E-07
YHR063C,0.276668075,0.058690057,2.89E-07,6.34E-07
YDR035W,0.326516719,0.044972966,8.10E-06,1.50E-05
YBR249C,0.414850838,0.049902497,4.27E-07,1.32E-06
YDR204W,0.31240877,0.082683341,2.22E-07,3.61E-07
YGL119W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR255C,0.177782707,0.097081857,1.59E-07,3.11E-07
YLR201C,0.313168814,0.074171069,2.26E-07,2.86E-07
YML110C,0.236826259,0.085979784,9.73E-08,2.48E-07
YOL096C,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR125C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL009C,0.460220059,0.030035145,8.10E-06,1.50E-05
YNL104C,0.276293481,0.043502943,8.43E-06,1.62E-05
YOR108W,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR208W,0.384186181,0.041844383,6.03E-06,1.01E-05
YJR148W,0.188538815,0.037952302,4.93E-06,5.72E-06
YHR137W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR234W,0.254861081,0.065934017,1.42E-06,2.29E-06
YPR001W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOL064C,0.318396719,0.056854722,4.81E-08,1.21E-07
YGL248W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR360C,0.380410006,0.01758756,1.53E-07,1.39E-07
YDR487C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR127W,0.296597754,0.057536339,8.10E-06,1.50E-05
YBR265W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL252C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR376W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR538W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR539W,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR231C,0.139091095,0.053063533,8.10E-06,1.50E-05
YKR009C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJR025C,0.1424433,0.037067269,8.10E-06,1.50E-05
YER175C,0.310040533,0.102051249,8.10E-06,1.50E-05
YCL018W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR087C,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR044C,0.261797608,0.060337311,8.10E-06,1.50E-05
YLR134W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR176W,0.364280634,0.070598733,1.92E-07,4.62E-07
YDL080C,0.310040533,0.102051249,8.10E-06,1.50E-05
YNR033W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR289W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR019W,0.125491845,0.07488306,5.53E-07,9.17E-07
YCR053W,0.384831991,0.067408212,8.15E-06,1.51E-05
YLR410W,0.348409802,0.060104278,1.83E-07,3.46E-07
YOR163W,0.272502381,0.099725587,6.59E-08,1.01E-07
YDR017C,0.335930908,0.11849642,3.52E-08,1.97E-08
YLR017W,0.524941524,0.084418423,1.09E-07,1.42E-07
YER037W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL224C,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR155C,0.177174694,0.056530697,1.20E-07,1.27E-07
YGR061C,0.264344713,0.075006196,8.10E-06,1.50E-05
YGL125W,0.323458803,0.073103081,1.97E-07,4.75E-07
YPL023C,0.273030641,0.100250324,2.47E-07,4.06E-07
YDR232W,0.476150654,0.079877715,3.81E-07,8.06E-07
YER183C,0.310040533,0.102051249,8.10E-06,1.50E-05
YER091C,0.313961895,0.092275404,8.10E-06,1.50E-05
YJR024C,0.380320729,0.093415231,5.08E-08,8.97E-08
YPR118W,0.431465734,0.072034451,8.10E-06,1.50E-05
YIL107C,0.310040533,0.102051249,8.10E-06,1.50E-05
YOL136C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR248W,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR163W,0.284185881,0.064179641,1.59E-06,3.03E-06
YLR355C,0.42242832,0.057698556,1.76E-05,3.09E-05
YKL192C,0.241657953,0.06133324,1.73E-06,2.45E-06
YIL160C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL028W,0.294885261,0.057866956,4.96E-06,7.76E-06
YMR207C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDL141W,0.310040533,0.102051249,8.10E-06,1.50E-05
YNR016C,0.310040533,0.102051249,8.10E-06,1.50E-05
YBL015W,0.159257037,0.073101924,6.28E-06,8.71E-06
YAL054C,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR153C,0.254543272,0.079384753,8.10E-06,1.50E-05
YER069W,0.241303322,0.015635235,1.92E-06,4.21E-06
YBR093C,0.310040533,0.102051249,8.10E-06,1.50E-05
YAR071W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR092C,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR215W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPR002W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOL140W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL148C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL205W,0.310040533,0.102051249,8.10E-06,1.50E-05
YCR048W,0.310040533,0.102051249,8.10E-06,1.50E-05
YNR019W,0.266761554,0.055081013,8.10E-06,1.50E-05
YJL091C,0.310040533,0.102051249,8.10E-06,1.50E-05
YNL141W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR441C,0.310040533,0.102051249,8.10E-06,1.50E-05
YML022W,0.564945467,0.082312544,1.49E-07,5.65E-07
YJR105W,0.449895707,0.085771243,3.65E-06,6.40E-06
YML035C,0.324804122,0.077442554,1.55E-07,4.56E-07
YER043C,0.444694264,0.085799654,0.000119894,0.000258273
YOL052C,0.439614403,0.061138215,1.06E-07,2.12E-07
YNR058W,0.310040533,0.102051249,8.10E-06,1.50E-05
YJL005W,0.215642464,0.073203879,2.83E-08,8.62E-08
YDL166C,0.423840278,0.077107117,8.50E-08,1.41E-07
YDR226W,0.27042003,0.05695755,1.84E-05,3.21E-05
YER170W,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR359W,0.183111833,0.087178817,4.87E-06,1.20E-05
YNL220W,0.187128078,0.046723774,3.51E-06,6.89E-06
YKL001C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR247W,0.310040533,0.102051249,8.10E-06,1.50E-05
YFL030W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR335C,0.467637303,0.073249482,4.19E-06,7.61E-06
YGR177C,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR377W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR303C,0.186958455,0.081338548,2.76E-05,4.79E-05
YDR368W,0.203952693,0.051587192,1.23E-06,2.30E-06
YHR104W,0.154884697,0.038552491,1.25E-06,2.41E-06
YGL256W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR083W,0.238860523,0.100011656,2.31E-05,6.83E-05
YBR145W,0.237821229,0.034651035,7.10E-06,1.08E-05
YDL168W,0.417355736,0.058654498,4.47E-07,8.95E-07
YOL086C,0.331391298,0.112874114,7.61E-05,0.000173924
YCR105W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR318C,0.486006847,0.09791762,1.69E-06,2.32E-06
YMR110C,0.139073495,0.066622823,3.03E-06,2.11E-06
YMR169C,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR170C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL061W,0.420248942,0.174816439,3.45E-05,6.61E-05
YOR374W,0.219836327,0.212481115,3.96E-05,6.22E-05
YER073W,0.475641249,0.05623205,1.42E-05,2.28E-05
YDR481C,0.21929151,0.078367204,9.77E-07,3.07E-06
YIR029W,0.310040533,0.102051249,8.10E-06,1.50E-05
YIR027C,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR208C,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR199W,0.408160411,0.31010813,5.45E-08,8.49E-08
YBR205W,0.289541643,0.097536561,1.30E-06,1.52E-06
YDR483W,0.434210666,0.183627794,3.90E-08,5.50E-08
YJL139C,0.310040533,0.102051249,8.10E-06,1.50E-05
YKR061W,0.310040533,0.102051249,8.10E-06,1.50E-05
YNL029C,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR099W,0.388818792,0.22515627,1.30E-07,3.10E-07
YPL053C,0.855957092,0.300092165,5.87E-08,1.13E-07
YPR026W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR001C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR001C,0.167435844,0.073447351,8.10E-06,1.50E-05
YBR126C,0.151086152,0.076786531,2.10E-06,5.65E-06
YDR074W,0.108469986,0.071378616,5.08E-07,9.16E-07
YML100W,0.080606441,0.064747192,3.11E-07,6.26E-07
YMR261C,0.199251827,0.070586288,3.59E-07,6.19E-07
YBR299W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR287C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR292W,0.310040533,0.102051249,8.10E-06,1.50E-05
YIL172C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJL216C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJL221C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR242W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR293C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR354W,0.329762458,0.048439481,9.05E-07,1.69E-06
YER090W,0.378014947,0.065757999,3.39E-07,7.17E-07
YKL211C,0.332381435,0.051426365,7.44E-07,2.00E-06
YDR305C,0.265456518,0.074111226,1.13E-07,2.08E-07
YPL111W,0.298078068,0.070921117,8.86E-08,2.57E-07
YHR018C,0.245827321,0.027846418,3.93E-06,5.36E-06
YOL058W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR341C,0.449963324,0.066493722,2.78E-06,5.84E-06
YHR091C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR124W,0.391288724,0.065777157,1.14E-06,2.81E-06
YPR145W,0.297077757,0.036300254,2.75E-06,5.72E-07
YHR019C,0.406947632,0.06340447,2.91E-06,6.04E-06
YCR024C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJL130C,0.495815495,0.088342286,4.11E-06,6.66E-06
YER052C,0.375881777,0.042588459,8.13E-07,2.84E-06
YLR027C,0.257341195,0.05454798,3.77E-06,1.23E-05
YKL106W,0.219210919,0.070934224,1.43E-07,3.35E-07
YDR158W,0.286683202,0.040070781,3.04E-05,3.92E-05
YLL018C,0.341038493,0.063730991,8.10E-06,1.50E-05
YPL104W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR530C,0.310040533,0.102051249,8.10E-06,1.50E-05
YCL050C,0.303590127,0.046004906,8.10E-06,1.50E-05
YER055C,0.29456536,0.04064178,5.04E-06,5.56E-06
Q0080,0.310040533,0.102051249,8.10E-06,1.50E-05
Q0085,0.310040533,0.102051249,8.10E-06,1.50E-05
Q0130,0.310040533,0.102051249,8.10E-06,1.50E-05
YBL099W,0.233349767,0.080404202,8.10E-06,1.50E-05
YBR039W,0.234219805,0.085837597,6.28E-06,1.07E-05
YDL004W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR298C,0.262197958,0.095631279,2.70E-05,5.36E-05
YDR322C-A,0.294000391,0.102006539,6.01E-09,1.19E-08
YDR377W,0.25827323,0.11119092,1.03E-05,2.78E-05
YJR121W,0.234734067,0.081508437,3.17E-05,6.08E-05
YKL016C,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR295C,0.310040533,0.102051249,8.10E-06,1.50E-05
YML081C-A,0.269750181,0.156656423,8.10E-06,1.50E-05
YPL078C,0.257856329,0.115443546,1.79E-05,5.44E-05
YPL271W,0.256489384,0.111223071,4.09E-09,1.14E-08
YPR020W,0.269550651,0.100569947,2.00E-05,4.68E-05
YCL005W-A,0.310040533,0.102051249,8.10E-06,1.50E-05
YJL180C,0.253024611,0.107633121,8.10E-06,1.50E-05
YLR393W,0.2724695,0.10180482,1.06E-08,1.62E-08
YNL315C,0.250865712,0.085225773,7.05E-07,1.50E-06
YOL077W-A,0.310040533,0.102051249,8.10E-06,1.50E-05
YCR024C-A,0.310040533,0.102051249,8.10E-06,1.50E-05
YEL017C-A,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL008C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL036W,0.310040533,0.102051249,8.10E-06,1.50E-05
YER005W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR110W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR286C,0.185320188,0.077892576,1.82E-07,4.24E-07
YNL280C,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR015C,0.613932966,0.328339425,5.97E-07,1.14E-06
YGL001C,0.297378022,0.057510417,8.10E-06,1.50E-05
YLR100W,0.293659513,0.051527559,7.67E-07,1.95E-06
YGR060W,0.684082647,0.25461953,5.32E-07,1.54E-06
YLR056W,0.563970868,0.322610412,1.08E-06,2.02E-06
YMR202W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL012W,0.320234488,0.05767388,4.84E-08,1.05E-07
YDL090C,0.206640034,0.098904615,1.22E-07,2.40E-07
YKL019W,0.52268834,0.072216078,9.72E-09,1.98E-08
YJR109C,0.639291187,0.032697719,2.26E-06,3.81E-06
YOR303W,1.037848277,0.161793925,8.10E-06,1.50E-05
YAR035W,0.310040533,0.102051249,8.10E-06,1.50E-05
YER024W,0.310040533,0.102051249,8.10E-06,1.50E-05
YML042W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR088W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR256C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR297W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR272C,0.310040533,0.102051249,8.10E-06,1.50E-05
YHL003C,0.258479754,0.046573927,2.63E-08,6.48E-08
YMR298W,0.145784311,0.069800059,9.90E-08,3.41E-07
YKL008C,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR307W,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR308W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR023C,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR038W,0.310040533,0.102051249,8.10E-06,1.50E-05
YNL192W,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR133W,0.226377928,0.064454405,4.49E-07,6.06E-07
YGR202C,0.256699094,0.076462451,1.11E-07,3.77E-07
YPR060C,0.45228491,0.054813006,8.10E-06,1.50E-05
YGL148W,0.426880126,0.059015509,8.10E-06,1.50E-05
YLR304C,0.207284224,0.038347989,9.93E-06,3.30E-05
YBR002C,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR101C,0.310040533,0.102051249,8.10E-06,1.50E-05
YNR001C,0.14911146,0.078781828,1.04E-05,3.05E-05
YCR005C,0.197828786,0.494252896,8.10E-06,1.50E-05
YDR044W,0.249841608,0.057404587,8.10E-06,1.50E-05
YBL039C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJR103W,0.173417513,0.069378095,6.65E-07,1.42E-06
YFR055W,0.310040533,0.102051249,8.10E-06,1.50E-05
YGL184C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR155W,0.432046125,0.067452227,1.79E-05,2.53E-05
YAL012W,0.392940951,0.056393363,8.87E-06,9.48E-06
YJR130C,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR303W,0.263527552,0.020053702,0.000377043,0.000519065
YNL247W,0.410797799,0.063356832,3.27E-07,6.70E-07
YLR245C,0.310040533,0.102051249,8.10E-06,1.50E-05
YNR012W,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR007C,0.577314758,0.261983653,8.71E-07,1.88E-06
YHR042W,0.313493432,0.069406453,1.25E-06,1.77E-06
YPR062W,0.310040533,0.102051249,8.10E-06,1.50E-05
YML086C,0.320154313,0.074152311,8.10E-06,1.50E-05
YMR041C,0.136625137,0.077707702,2.36E-07,3.76E-07
YBR149W,0.186965259,0.076921381,8.10E-06,1.50E-05
YKL060C,0.231200399,0.057717486,5.34E-05,0.000142285
YDL246C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJR159W,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR144C,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR454C,0.370609429,0.064961456,2.20E-06,3.67E-06
YHR068W,0.359540781,0.063421468,4.15E-07,7.15E-07
YCR036W,0.263530102,0.086206428,6.32E-08,7.56E-08
YDR196C,0.251910378,0.050720078,8.61E-08,2.75E-07
YNR057C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL087W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR236W,0.310040533,0.102051249,8.10E-06,1.50E-05
YMR113W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDL100C,0.283076776,0.053058375,8.39E-06,1.13E-05
YLR420W,0.374450284,0.062350201,3.44E-07,6.45E-07
YJR016C,0.452383019,0.059213944,2.39E-06,4.60E-06
YFL053W,0.310040533,0.102051249,8.10E-06,1.50E-05
YML070W,0.206055395,0.068020292,2.51E-06,5.22E-06
YJL167W,0.243476008,0.064100288,2.53E-05,5.71E-05
YKL152C,0.210610222,0.04994831,8.10E-06,1.50E-05
YLR172C,0.478912347,0.071117395,4.02E-06,4.28E-06
YMR013C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPR183W,0.27513757,0.047109061,3.09E-06,9.13E-06
YAL023C,0.259291558,0.082624776,1.60E-07,3.03E-07
YDL095W,0.259821133,0.064941006,4.37E-08,1.17E-07
YDL093W,0.310040533,0.102051249,8.10E-06,1.50E-05
YJR143C,0.31355841,0.07024678,3.17E-08,5.54E-08
YOR321W,0.226266902,0.1025325,1.31E-09,4.68E-09
YJR057W,0.310040533,0.102051249,8.10E-06,1.50E-05
YJR069C,0.343209556,0.063425066,1.15E-07,2.92E-07
YBR252W,0.359403653,0.062266074,8.10E-06,1.50E-05
YJR153W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL281C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR254W,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR174W,0.232257378,0.043233475,8.10E-06,1.50E-05
YMR323W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR393W,0.310040533,0.102051249,8.10E-06,1.50E-05
YDR147W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR126C,0.300795599,0.074460145,2.64E-07,5.68E-07
YDR261C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR282C,0.277469381,0.08524226,2.35E-05,4.29E-05
YLR300W,0.293769522,0.44832005,6.34E-07,1.38E-06
YNR067C,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR190W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL069C,0.310040533,0.102051249,8.10E-06,1.50E-05
YER015W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR176W,0.240360235,0.065474631,8.10E-06,1.50E-05
YKR066C,0.307279906,0.088280302,1.01E-06,3.26E-06
Q0045,0.310040533,0.102051249,8.10E-06,1.50E-05
Q0250,0.310040533,0.102051249,8.10E-06,1.50E-05
Q0275,0.310040533,0.102051249,8.10E-06,1.50E-05
YDL067C,0.425577506,0.271620572,6.74E-05,0.000168266
YGL187C,0.283726849,0.131658838,8.73E-07,1.62E-06
YGL191W,0.391244989,0.303712605,4.00E-06,9.29E-06
YHR051W,0.250596969,0.13278094,8.10E-06,1.50E-05
YIL111W,0.226196392,0.156425707,7.45E-07,1.31E-06
YLR038C,0.228196426,0.150437877,1.68E-05,3.37E-05
YLR395C,0.225554995,0.17959242,9.65E-06,1.35E-05
YMR256C,0.310040533,0.102051249,8.10E-06,1.50E-05
YNL052W,0.827436697,0.223838404,8.40E-06,2.53E-05
YDR231C,0.154485166,0.07477845,2.06E-07,2.99E-07
YGR062C,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR116W,0.240587793,0.160998953,1.25E-07,2.49E-07
YJL003W,0.310040533,0.102051249,8.10E-06,1.50E-05
YLL018C-A,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL132W,0.310040533,0.102051249,8.10E-06,1.50E-05
Q0105,0.310040533,0.102051249,8.10E-06,1.50E-05
YBL045C,0.224882291,0.07780274,4.42E-06,1.24E-05
YDR529C,0.206119601,4.01515809,1.65E-05,3.99E-05
YEL024W,0.225853177,0.13124648,1.16E-06,2.35E-06
YFR033C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR183C,0.310040533,0.102051249,8.10E-06,1.50E-05
YHR001W-A,0.262528933,0.271213311,8.10E-06,1.50E-05
YJL166W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR065W,0.310040533,0.102051249,8.10E-06,1.50E-05
YPR191W,0.220964112,0.065976442,8.10E-06,1.50E-05
YDL045C,0.250540945,0.077398807,6.97E-09,1.78E-08
YLR011W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR388C,0.310040533,0.102051249,8.10E-06,1.50E-05
YGR204W,0.222666915,0.052357805,4.33E-06,6.80E-06
YBR084W,0.310040533,0.102051249,8.10E-06,1.50E-05
YLR345W,0.085450918,0.068309408,4.28E-07,1.25E-06
YJL155C,0.124162735,0.068831931,8.29E-08,2.16E-07
YLR377C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPL262W,0.236922509,0.074086147,1.33E-05,2.73E-05
YKL216W,0.592232026,0.068719061,2.31E-07,5.38E-07
YEL047C,0.197269101,0.059970789,2.23E-06,3.62E-06
YLR299W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR020W,0.310040533,0.102051249,8.10E-06,1.50E-05
YBR018C,0.310040533,0.102051249,8.10E-06,1.50E-05
YJL101C,0.308010539,0.083528555,8.10E-06,1.50E-05
YPR184W,0.310040533,0.102051249,8.10E-06,1.50E-05
YIL099W,0.310040533,0.102051249,8.10E-06,1.50E-05
YNL241C,0.236657931,0.041562912,2.39E-06,6.31E-06
YBR196C,0.225964136,0.05244476,6.11E-05,0.000109363
YDR300C,0.43791098,0.063724253,1.94E-07,1.91E-07
YMR250W,0.043839345,0.072877142,1.35E-08,1.66E-08
YDL215C,0.147114355,0.052026398,2.69E-07,4.57E-07
YAL062W,0.310040533,0.102051249,8.10E-06,1.50E-05
YOR375C,0.176403073,0.040179394,3.24E-05,6.01E-05
YDL171C,0.331820053,0.081213028,3.02E-06,5.52E-06
YOR323C,0.363830459,0.060435267,7.32E-07,2.34E-06
YFL060C,0.310040533,0.102051249,8.10E-06,1.50E-05
YNL334C,0.310040533,0.102051249,8.10E-06,1.50E-05
YPR035W,0.24737929,0.103410846,6.14E-05,0.000137456
YMR084W,0.310040533,0.102051249,8.10E-06,1.50E-05
YKL104C,0.2565789,0.053076861,2.90E-06,3.35E-06
YOR168W,0.407651162,0.065134699,1.32E-06,2.23E-06
